PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	3PM	3PA	FTM	FTA	REB	AST	STL	BLK	+/-
Luguentz Dort	OKC	OKC @ CHA	12/27/2019	W	17	7	2	3	1	2	2	4	2	1	0	0	12
Darius Bazley	OKC	OKC @ CHA	12/27/2019	W	22	0	0	7	0	6	0	0	6	1	0	1	-8
Trae Young	ATL	ATL vs. MIL	12/27/2019	L	15	12	3	6	2	4	4	6	0	2	0	0	-25
Brandon Goodwin	ATL	ATL vs. MIL	12/27/2019	L	14	0	0	6	0	4	0	0	3	2	1	0	6
Cam Reddish	ATL	ATL vs. MIL	12/27/2019	L	30	11	5	12	1	4	0	0	5	1	1	1	-19
Kevin Huerter	ATL	ATL vs. MIL	12/27/2019	L	27	12	4	9	2	4	2	2	3	3	0	0	0
Bruno Fernando	ATL	ATL vs. MIL	12/27/2019	L	16	6	3	7	0	2	0	3	7	1	1	1	-3
Sterling Brown	MIL	MIL @ ATL	12/27/2019	W	25	5	2	7	1	4	0	0	3	0	1	0	-4
George Hill	MIL	MIL @ ATL	12/27/2019	W	20	8	4	7	0	0	0	0	3	2	1	0	-6
Ersan Ilyasova	MIL	MIL @ ATL	12/27/2019	W	24	18	7	8	2	2	2	2	17	0	0	1	37
Robin Lopez	MIL	MIL @ ATL	12/27/2019	W	21	10	5	8	0	0	0	3	1	1	0	2	-1
Pat Connaughton	MIL	MIL @ ATL	12/27/2019	W	22	7	3	8	1	3	0	0	11	4	1	0	-3
Evan Turner	ATL	ATL vs. MIL	12/27/2019	L	10	0	0	1	0	0	0	0	2	2	0	0	-4
Allen Crabbe	ATL	ATL vs. MIL	12/27/2019	L	21	20	7	10	4	7	2	3	4	0	3	0	0
Donte DiVincenzo	MIL	MIL @ ATL	12/27/2019	W	23	10	3	8	0	1	4	4	2	2	3	1	33
John Collins	ATL	ATL vs. MIL	12/27/2019	L	26	9	4	14	1	6	0	0	16	2	0	3	-34
Chandler Parsons	ATL	ATL vs. MIL	12/27/2019	L	11	0	0	4	0	2	0	0	1	1	0	1	-11
De'Andre Hunter	ATL	ATL vs. MIL	12/27/2019	L	23	5	2	8	1	4	0	0	0	1	2	0	-36
Kyle Korver	MIL	MIL @ ATL	12/27/2019	W	18	8	2	4	2	4	2	2	1	3	2	0	-4
D.J. Wilson	MIL	MIL @ ATL	12/27/2019	W	12	0	0	2	0	1	0	0	3	2	0	0	-6
Thanasis Antetokounmpo	MIL	MIL @ ATL	12/27/2019	W	7	4	2	3	0	1	0	0	1	2	1	0	-6
Khris Middleton	MIL	MIL @ ATL	12/27/2019	W	25	23	10	19	3	6	0	0	8	7	0	0	34
Wesley Matthews	MIL	MIL @ ATL	12/27/2019	W	19	0	0	3	0	2	0	0	4	1	0	1	29
Brook Lopez	MIL	MIL @ ATL	12/27/2019	W	23	19	8	14	2	4	1	2	2	5	0	3	27
DeAndre' Bembry	ATL	ATL vs. MIL	12/27/2019	L	15	9	4	8	1	2	0	0	1	2	1	0	1
Damian Jones	ATL	ATL vs. MIL	12/27/2019	L	19	2	1	5	0	1	0	0	4	1	1	2	-2
Vince Carter	ATL	ATL vs. MIL	12/27/2019	L	12	0	0	1	0	1	0	0	0	2	0	0	-3
Draymond Green	GSW	GSW vs. PHX	12/27/2019	W	32	11	4	14	2	5	1	2	7	4	0	3	6
D'Angelo Russell	GSW	GSW vs. PHX	12/27/2019	W	35	31	10	25	4	11	7	8	5	6	1	0	19
Cameron Johnson	PHX	PHX @ GSW	12/27/2019	L	33	5	2	7	1	5	0	0	4	3	0	1	-6
Ky Bowman	GSW	GSW vs. PHX	12/27/2019	W	21	5	2	7	1	3	0	0	3	5	0	1	4
Jacob Evans	GSW	GSW vs. PHX	12/27/2019	W	12	2	1	2	0	0	0	0	1	1	0	0	-4
Mikal Bridges	PHX	PHX @ GSW	12/27/2019	L	20	6	2	2	1	1	1	1	4	2	0	0	8
Damion Lee	GSW	GSW vs. PHX	12/27/2019	W	36	16	5	13	1	4	5	5	8	2	3	0	8
Frank Kaminsky	PHX	PHX @ GSW	12/27/2019	L	18	10	4	6	1	3	1	2	1	1	0	0	-3
Kelly Oubre Jr.	PHX	PHX @ GSW	12/27/2019	L	23	6	2	5	0	2	2	2	5	2	1	0	-11
Tyler Johnson	PHX	PHX @ GSW	12/27/2019	L	9	4	2	4	0	1	0	0	5	0	0	0	-2
Aron Baynes	PHX	PHX @ GSW	12/27/2019	L	28	9	4	8	1	4	0	0	10	1	0	0	-6
Ricky Rubio	PHX	PHX @ GSW	12/27/2019	L	30	11	3	10	0	4	5	6	4	4	1	0	-4
Alec Burks	GSW	GSW vs. PHX	12/27/2019	W	25	13	5	14	1	3	2	3	5	1	1	0	3
Dario Saric	PHX	PHX @ GSW	12/27/2019	L	22	11	3	6	2	5	3	3	10	2	0	0	-2
Marquese Chriss	GSW	GSW vs. PHX	12/27/2019	W	13	2	1	1	0	0	0	0	1	1	0	0	-11
Willie Cauley-Stein	GSW	GSW vs. PHX	12/27/2019	W	25	9	4	6	0	0	1	3	4	1	2	0	12
Jevon Carter	PHX	PHX @ GSW	12/27/2019	L	19	0	0	3	0	2	0	2	3	3	2	0	-9
Devin Booker	PHX	PHX @ GSW	12/27/2019	L	38	34	13	24	1	6	7	8	3	4	2	0	-10
Alen Smailagic	GSW	GSW vs. PHX	12/27/2019	W	5	4	2	3	0	1	0	0	1	0	0	1	-1
Glenn Robinson III	GSW	GSW vs. PHX	12/27/2019	W	35	12	4	7	0	0	4	4	6	1	3	0	9
Trey Burke	PHI	PHI @ ORL	12/27/2019	L	9	5	1	1	0	0	3	3	0	0	0	0	-2
Tobias Harris	PHI	PHI @ ORL	12/27/2019	L	36	24	9	19	3	8	3	4	11	3	0	0	0
Al Horford	PHI	PHI @ ORL	12/27/2019	L	33	7	3	8	1	4	0	0	4	5	1	1	5
Wes Iwundu	ORL	ORL vs. PHI	12/27/2019	W	16	0	0	3	0	0	0	0	2	2	0	1	-2
Nikola Vucevic	ORL	ORL vs. PHI	12/27/2019	W	32	16	7	16	2	6	0	0	12	7	0	0	0
Terrence Ross	ORL	ORL vs. PHI	12/27/2019	W	28	17	5	12	2	6	5	5	7	0	1	0	10
Evan Fournier	ORL	ORL vs. PHI	12/27/2019	W	32	20	8	14	2	7	2	5	2	6	2	0	1
Khem Birch	ORL	ORL vs. PHI	12/27/2019	W	16	5	2	3	0	0	1	4	4	1	0	0	1
Markelle Fultz	ORL	ORL vs. PHI	12/27/2019	W	28	13	5	10	2	4	1	4	3	6	0	0	-1
Jonathan Isaac	ORL	ORL vs. PHI	12/27/2019	W	30	4	2	7	0	1	0	0	6	0	1	3	-4
Joel Embiid	PHI	PHI @ ORL	12/27/2019	L	32	24	8	21	4	11	4	4	11	2	0	1	-1
Josh Richardson	PHI	PHI @ ORL	12/27/2019	L	36	15	6	13	1	1	2	2	3	6	3	1	2
Furkan Korkmaz	PHI	PHI @ ORL	12/27/2019	L	22	7	3	9	1	4	0	0	3	0	2	0	-5
Mike Scott	PHI	PHI @ ORL	12/27/2019	L	15	0	0	2	0	1	0	0	2	0	0	0	-3
D.J. Augustin	ORL	ORL vs. PHI	12/27/2019	W	24	4	1	7	1	2	1	1	1	1	0	0	2
Ben Simmons	PHI	PHI @ ORL	12/27/2019	L	39	13	5	11	0	0	3	6	9	7	4	0	1
Aaron Gordon	ORL	ORL vs. PHI	12/27/2019	W	34	19	7	16	1	4	4	4	11	3	0	1	-2
James Ennis III	PHI	PHI @ ORL	12/27/2019	L	18	2	0	3	0	0	2	2	2	0	0	0	-2
John Henson	CLE	CLE @ BOS	12/27/2019	L	4	0	0	1	0	0	0	2	0	0	0	0	-9
Matthew Dellavedova	CLE	CLE @ BOS	12/27/2019	L	16	5	2	2	1	1	0	0	2	6	0	0	8
Cedi Osman	CLE	CLE @ BOS	12/27/2019	L	29	10	5	11	0	3	0	0	5	4	1	1	4
Ante Zizic	CLE	CLE @ BOS	12/27/2019	L	5	8	2	2	0	0	4	4	2	0	0	1	10
Alfonzo McKinnie	CLE	CLE @ BOS	12/27/2019	L	4	2	1	1	0	0	0	0	0	0	1	0	10
Collin Sexton	CLE	CLE @ BOS	12/27/2019	L	31	21	9	20	0	2	3	3	4	2	1	0	-6
Gordon Hayward	BOS	BOS vs. CLE	12/27/2019	W	28	7	3	9	0	3	1	1	5	8	0	1	6
Tristan Thompson	CLE	CLE @ BOS	12/27/2019	L	30	12	5	10	0	0	2	3	7	0	1	0	-13
Brad Wanamaker	BOS	BOS vs. CLE	12/27/2019	W	20	8	2	5	1	3	3	3	2	2	0	0	20
Dante Exum	CLE	CLE @ BOS	12/27/2019	L	15	9	3	3	1	1	2	4	0	1	2	0	-11
Larry Nance Jr.	CLE	CLE @ BOS	12/27/2019	L	18	2	1	3	0	0	0	2	4	1	0	1	-16
Enes Kanter	BOS	BOS vs. CLE	12/27/2019	W	23	14	7	10	0	0	0	0	9	3	2	2	8
Kemba Walker	BOS	BOS vs. CLE	12/27/2019	W	29	13	5	15	1	8	2	2	4	4	0	2	16
Jaylen Brown	BOS	BOS vs. CLE	12/27/2019	W	29	34	13	20	5	10	3	4	9	2	0	0	3
Semi Ojeleye	BOS	BOS vs. CLE	12/27/2019	W	5	0	0	1	0	0	0	0	0	1	0	0	-10
Daniel Theis	BOS	BOS vs. CLE	12/27/2019	W	21	9	3	6	1	2	2	2	6	2	2	2	14
Carsen Edwards	BOS	BOS vs. CLE	12/27/2019	W	5	0	0	1	0	1	0	0	0	0	0	0	-10
Romeo Langford	BOS	BOS vs. CLE	12/27/2019	W	15	3	0	1	0	0	3	4	1	0	0	1	11
Tremont Waters	BOS	BOS vs. CLE	12/27/2019	W	5	5	2	2	1	1	0	0	0	0	0	0	-10
Javonte Green	BOS	BOS vs. CLE	12/27/2019	W	10	4	2	2	0	0	0	0	1	0	0	0	-17
Kevin Love	CLE	CLE @ BOS	12/27/2019	L	35	30	10	16	6	11	4	6	7	4	0	0	-6
Jayson Tatum	BOS	BOS vs. CLE	12/27/2019	W	32	30	11	20	5	10	3	3	5	2	0	2	19
Darius Garland	CLE	CLE @ BOS	12/27/2019	L	28	2	1	7	0	2	0	0	4	0	1	0	-21
Kevin Porter Jr.	CLE	CLE @ BOS	12/27/2019	L	25	16	5	9	1	3	5	5	3	4	0	0	-10
Grant Williams	BOS	BOS vs. CLE	12/27/2019	W	19	2	1	3	0	2	0	0	1	4	0	0	10
Dwight Powell	DAL	DAL @ GSW	12/28/2019	W	24	10	4	5	0	0	2	2	8	3	2	1	19
Glenn Robinson III	GSW	GSW vs. DAL	12/28/2019	L	29	8	3	10	1	5	1	2	3	2	0	0	-10
D'Angelo Russell	GSW	GSW vs. DAL	12/28/2019	L	30	35	13	21	9	14	0	0	4	6	0	0	-12
Damion Lee	GSW	GSW vs. DAL	12/28/2019	L	33	18	7	13	3	4	1	2	12	2	0	0	-11
Ky Bowman	GSW	GSW vs. DAL	12/28/2019	L	23	5	2	5	1	3	0	0	2	5	0	0	-15
Kristaps Porzingis	DAL	DAL @ GSW	12/28/2019	W	26	18	6	12	4	9	2	2	7	3	0	4	12
Tim Hardaway Jr.	DAL	DAL @ GSW	12/28/2019	W	23	25	9	13	6	8	1	1	0	1	0	0	19
Jacob Evans	GSW	GSW vs. DAL	12/28/2019	L	16	4	2	6	0	1	0	0	3	1	0	0	1
Justin Jackson	DAL	DAL @ GSW	12/28/2019	W	21	9	3	9	1	5	2	2	5	1	0	0	8
Boban Marjanovic	DAL	DAL @ GSW	12/28/2019	W	2	0	0	3	0	2	0	0	0	0	0	0	-7
Dorian Finney-Smith	DAL	DAL @ GSW	12/28/2019	W	29	8	3	6	1	1	1	1	4	3	0	0	26
Maxi Kleber	DAL	DAL @ GSW	12/28/2019	W	21	8	3	5	2	3	0	0	4	2	1	1	14
Jalen Brunson	DAL	DAL @ GSW	12/28/2019	W	12	2	1	2	0	1	0	0	1	2	0	0	-8
Luka Doncic	DAL	DAL @ GSW	12/28/2019	W	30	31	8	16	5	8	10	10	12	15	2	0	20
Ryan Broekhoff	DAL	DAL @ GSW	12/28/2019	W	5	0	0	1	0	1	0	0	1	0	1	0	-5
Draymond Green	GSW	GSW vs. DAL	12/28/2019	L	27	10	4	10	2	5	0	0	3	8	1	0	-22
Willie Cauley-Stein	GSW	GSW vs. DAL	12/28/2019	L	19	4	2	5	0	0	0	0	5	1	0	1	-6
Marquese Chriss	GSW	GSW vs. DAL	12/28/2019	L	17	16	5	9	0	0	6	8	5	2	0	2	2
Alen Smailagic	GSW	GSW vs. DAL	12/28/2019	L	20	5	2	3	0	1	1	1	5	1	0	0	-6
Alec Burks	GSW	GSW vs. DAL	12/28/2019	L	26	16	5	11	2	6	4	4	0	0	3	0	-21
Seth Curry	DAL	DAL @ GSW	12/28/2019	W	25	17	5	13	4	11	3	3	1	1	2	0	1
Delon Wright	DAL	DAL @ GSW	12/28/2019	W	22	13	6	7	1	2	0	0	3	4	3	1	1
Tristan Thompson	CLE	CLE @ MIN	12/28/2019	W	35	12	2	9	0	0	8	10	15	3	0	1	5
Matthew Dellavedova	CLE	CLE @ MIN	12/28/2019	W	13	6	2	5	0	3	2	2	3	1	1	0	12
Larry Nance Jr.	CLE	CLE @ MIN	12/28/2019	W	31	9	4	7	1	3	0	0	9	0	1	1	8
Cedi Osman	CLE	CLE @ MIN	12/28/2019	W	27	7	2	7	1	4	2	4	7	1	0	0	-3
Collin Sexton	CLE	CLE @ MIN	12/28/2019	W	34	18	5	17	0	1	8	11	7	1	1	0	-5
Gorgui Dieng	MIN	MIN vs. CLE	12/28/2019	L	23	5	2	8	0	5	1	1	7	2	4	1	2
Kelan Martin	MIN	MIN vs. CLE	12/28/2019	L	30	17	6	15	3	7	2	2	6	0	1	0	0
Kevin Porter Jr.	CLE	CLE @ MIN	12/28/2019	W	30	10	3	10	0	3	4	6	5	2	1	0	9
John Henson	CLE	CLE @ MIN	12/28/2019	W	13	4	2	3	0	1	0	0	9	2	1	2	-2
Dante Exum	CLE	CLE @ MIN	12/28/2019	W	16	8	3	7	0	1	2	2	2	0	2	0	-3
Josh Okogie	MIN	MIN vs. CLE	12/28/2019	L	20	1	0	7	0	2	1	2	4	1	1	2	-3
Alfonzo McKinnie	CLE	CLE @ MIN	12/28/2019	W	12	2	1	1	0	0	0	0	1	0	0	0	-2
Darius Garland	CLE	CLE @ MIN	12/28/2019	W	29	18	8	11	2	4	0	1	2	3	2	0	11
Jeff Teague	MIN	MIN vs. CLE	12/28/2019	L	27	18	7	14	0	2	4	5	0	4	1	0	-6
Keita Bates-Diop	MIN	MIN vs. CLE	12/28/2019	L	11	6	2	4	0	2	2	2	1	0	0	0	-2
Noah Vonleh	MIN	MIN vs. CLE	12/28/2019	L	24	8	4	5	0	0	0	0	9	3	2	1	-7
Robert Covington	MIN	MIN vs. CLE	12/28/2019	L	35	14	5	13	3	9	1	2	7	3	4	1	-4
Jarrett Culver	MIN	MIN vs. CLE	12/28/2019	L	24	7	3	7	1	2	0	2	3	0	2	3	0
Treveon Graham	MIN	MIN vs. CLE	12/28/2019	L	25	3	1	3	0	2	1	1	1	1	1	0	-11
Shabazz Napier	MIN	MIN vs. CLE	12/28/2019	L	23	9	3	17	1	6	2	2	2	3	1	0	1
Jonathan Isaac	ORL	ORL @ MIL	12/28/2019	L	30	19	8	13	1	3	2	2	9	2	7	1	2
D.J. Augustin	ORL	ORL @ MIL	12/28/2019	L	28	12	4	7	2	3	2	2	1	4	2	0	-35
Pat Connaughton	MIL	MIL vs. ORL	12/28/2019	W	23	3	1	5	0	3	1	2	9	5	0	0	15
Evan Fournier	ORL	ORL @ MIL	12/28/2019	L	32	23	8	16	4	7	3	3	2	2	1	0	9
Wes Iwundu	ORL	ORL @ MIL	12/28/2019	L	18	2	1	5	0	3	0	0	4	1	0	0	-12
Khem Birch	ORL	ORL @ MIL	12/28/2019	L	16	2	0	3	0	0	2	4	3	1	1	1	-14
Markelle Fultz	ORL	ORL @ MIL	12/28/2019	L	30	4	1	10	0	1	2	2	3	6	0	0	4
Terrence Ross	ORL	ORL @ MIL	12/28/2019	L	27	9	3	7	1	4	2	2	2	1	1	1	-21
Donte DiVincenzo	MIL	MIL vs. ORL	12/28/2019	W	26	7	3	5	1	3	0	0	9	5	0	0	14
Robin Lopez	MIL	MIL vs. ORL	12/28/2019	W	23	17	7	8	1	1	2	4	3	1	0	0	9
Kyle Korver	MIL	MIL vs. ORL	12/28/2019	W	23	8	3	4	2	3	0	0	3	2	0	0	21
Ersan Ilyasova	MIL	MIL vs. ORL	12/28/2019	W	27	17	6	10	5	6	0	0	14	5	0	1	17
Brook Lopez	MIL	MIL vs. ORL	12/28/2019	W	27	10	5	16	0	6	0	0	3	1	3	3	1
George Hill	MIL	MIL vs. ORL	12/28/2019	W	21	17	7	11	3	6	0	1	5	3	0	0	0
Wesley Matthews	MIL	MIL vs. ORL	12/28/2019	W	21	5	2	3	0	1	1	3	2	1	1	0	-13
Khris Middleton	MIL	MIL vs. ORL	12/28/2019	W	33	21	7	17	1	5	6	6	5	7	2	0	0
Thanasis Antetokounmpo	MIL	MIL vs. ORL	12/28/2019	W	1	0	0	0	0	0	0	0	0	0	0	0	-3
D.J. Wilson	MIL	MIL vs. ORL	12/28/2019	W	8	0	0	0	0	0	0	0	1	0	0	1	-9
Sterling Brown	MIL	MIL vs. ORL	12/28/2019	W	7	6	2	5	0	3	2	2	4	0	0	0	3
Nikola Vucevic	ORL	ORL @ MIL	12/28/2019	L	32	21	7	16	5	10	2	2	8	4	3	2	3
Aaron Gordon	ORL	ORL @ MIL	12/28/2019	L	21	5	2	9	1	4	0	0	2	0	0	2	-6
Amile Jefferson	ORL	ORL @ MIL	12/28/2019	L	2	0	0	0	0	0	0	0	0	0	0	0	5
Josh Magette	ORL	ORL @ MIL	12/28/2019	L	2	2	1	1	0	0	0	0	0	0	0	0	5
Melvin Frazier Jr.	ORL	ORL @ MIL	12/28/2019	L	2	1	0	0	0	0	1	2	0	0	1	0	5
Aron Baynes	PHX	PHX @ SAC	12/28/2019	W	30	17	8	11	1	3	0	0	5	0	0	0	7
Cheick Diallo	PHX	PHX @ SAC	12/28/2019	W	12	0	0	0	0	0	0	0	5	1	0	0	-1
Richaun Holmes	SAC	SAC vs. PHX	12/28/2019	L	36	14	5	5	0	0	4	5	3	0	0	1	-6
Kelly Oubre Jr.	PHX	PHX @ SAC	12/28/2019	W	41	20	8	14	2	4	2	2	15	5	2	0	1
Elie Okobo	PHX	PHX @ SAC	12/28/2019	W	12	6	1	4	1	2	3	3	1	3	1	0	6
Jevon Carter	PHX	PHX @ SAC	12/28/2019	W	5	2	1	1	0	0	0	0	1	0	0	0	0
Devin Booker	PHX	PHX @ SAC	12/28/2019	W	41	32	14	23	0	4	4	6	3	10	2	0	6
Frank Kaminsky	PHX	PHX @ SAC	12/28/2019	W	7	0	0	1	0	0	0	0	0	0	0	0	-4
Dario Saric	PHX	PHX @ SAC	12/28/2019	W	21	0	0	7	0	3	0	0	2	2	1	0	-4
Cory Joseph	SAC	SAC vs. PHX	12/28/2019	L	32	10	5	10	0	4	0	0	5	5	0	0	-3
Harrison Barnes	SAC	SAC vs. PHX	12/28/2019	L	39	21	7	16	0	4	7	10	10	1	1	0	0
Cameron Johnson	PHX	PHX @ SAC	12/28/2019	W	14	3	1	3	1	3	0	0	3	0	0	0	-1
Wenyen Gabriel	SAC	SAC vs. PHX	12/28/2019	L	3	0	0	0	0	0	0	0	0	0	0	0	-2
Nemanja Bjelica	SAC	SAC vs. PHX	12/28/2019	L	30	11	4	12	2	4	1	2	6	4	1	1	9
Justin James	SAC	SAC vs. PHX	12/28/2019	L	9	4	2	5	0	2	0	0	2	0	1	1	-2
Ricky Rubio	PHX	PHX @ SAC	12/28/2019	W	33	21	7	15	3	5	4	4	3	8	2	2	1
Yogi Ferrell	SAC	SAC vs. PHX	12/28/2019	L	22	5	2	7	1	4	0	0	1	4	0	0	-2
Mikal Bridges	PHX	PHX @ SAC	12/28/2019	W	25	11	5	7	1	2	0	0	2	1	2	0	-1
Bogdan Bogdanovic	SAC	SAC vs. PHX	12/28/2019	L	32	22	8	12	5	7	1	2	4	3	0	0	-1
Buddy Hield	SAC	SAC vs. PHX	12/28/2019	L	37	23	8	17	4	6	3	5	5	2	0	1	-3
Lonnie Walker IV	SAS	SAS vs. DET	12/28/2019	W	16	8	4	8	0	1	0	0	1	0	0	0	-11
Bruce Brown	DET	DET @ SAS	12/28/2019	L	33	11	4	7	1	2	2	6	4	3	2	1	-10
LaMarcus Aldridge	SAS	SAS vs. DET	12/28/2019	W	30	25	9	19	5	6	2	2	12	1	1	2	35
Andre Drummond	DET	DET @ SAS	12/28/2019	L	37	21	7	16	0	1	7	12	18	3	1	4	-29
Derrick White	SAS	SAS vs. DET	12/28/2019	W	20	4	1	6	1	5	1	2	2	5	0	0	3
Jakob Poeltl	SAS	SAS vs. DET	12/28/2019	W	23	4	1	2	0	0	2	2	9	1	2	2	-4
Thon Maker	DET	DET @ SAS	12/28/2019	L	5	2	1	4	0	1	0	0	0	0	0	0	-3
Langston Galloway	DET	DET @ SAS	12/28/2019	L	27	15	6	9	3	5	0	0	3	1	0	0	-11
Patty Mills	SAS	SAS vs. DET	12/28/2019	W	15	8	3	10	2	6	0	0	2	3	0	0	1
Derrick Rose	DET	DET @ SAS	12/28/2019	L	27	24	10	17	2	4	2	2	3	4	4	0	-11
Rudy Gay	SAS	SAS vs. DET	12/28/2019	W	20	16	6	9	4	7	0	0	7	1	1	1	7
Christian Wood	DET	DET @ SAS	12/28/2019	L	23	4	1	4	0	3	2	4	6	1	0	0	-1
Blake Griffin	DET	DET @ SAS	12/28/2019	L	29	12	3	16	3	10	3	4	2	2	0	0	-19
Louis King	DET	DET @ SAS	12/28/2019	L	3	5	2	3	1	2	0	0	1	1	0	0	0
Svi Mykhailiuk	DET	DET @ SAS	12/28/2019	L	14	5	2	4	1	3	0	0	1	0	1	0	-15
Tony Snell	DET	DET @ SAS	12/28/2019	L	19	3	1	4	1	4	0	0	1	1	1	0	-18
Drew Eubanks	SAS	SAS vs. DET	12/28/2019	W	3	6	3	3	0	0	0	0	3	0	0	0	0
Bryn Forbes	SAS	SAS vs. DET	12/28/2019	W	30	18	6	8	3	5	3	3	3	3	1	0	26
Dejounte Murray	SAS	SAS vs. DET	12/28/2019	W	28	13	5	8	2	3	1	1	4	5	2	0	24
Trey Lyles	SAS	SAS vs. DET	12/28/2019	W	20	5	2	4	1	2	0	0	3	3	1	2	16
DeMar DeRozan	SAS	SAS vs. DET	12/28/2019	W	32	29	13	16	0	0	3	5	5	8	0	0	38
Marco Belinelli	SAS	SAS vs. DET	12/28/2019	W	3	0	0	0	0	0	0	0	0	0	0	0	0
Tim Frazier	DET	DET @ SAS	12/28/2019	L	22	7	3	6	0	1	1	2	1	4	0	0	-18
Jordan Clarkson	UTA	UTA @ LAC	12/28/2019	W	25	19	7	13	1	4	4	6	4	2	0	0	1
Landry Shamet	LAC	LAC vs. UTA	12/28/2019	L	26	13	4	6	4	5	1	1	1	1	1	0	-6
Georges Niang	UTA	UTA @ LAC	12/28/2019	W	14	6	2	7	2	5	0	0	2	1	0	0	-11
Lou Williams	LAC	LAC vs. UTA	12/28/2019	L	33	16	5	14	1	6	5	5	4	9	2	1	-3
JaMychal Green	LAC	LAC vs. UTA	12/28/2019	L	20	5	2	7	0	5	1	2	3	1	1	0	-2
Donovan Mitchell	UTA	UTA @ LAC	12/28/2019	W	36	30	13	23	4	9	0	0	7	9	1	0	19
Joe Ingles	UTA	UTA @ LAC	12/28/2019	W	34	15	5	10	5	8	0	0	6	8	0	0	21
Tony Bradley	UTA	UTA @ LAC	12/28/2019	W	12	2	1	1	0	0	0	0	0	0	0	0	-1
Rodney McGruder	LAC	LAC vs. UTA	12/28/2019	L	12	3	1	2	1	2	0	0	2	0	1	0	0
Patrick Beverley	LAC	LAC vs. UTA	12/28/2019	L	23	12	5	9	1	2	1	1	5	0	0	1	-4
Royce O'Neale	UTA	UTA @ LAC	12/28/2019	W	34	11	4	5	3	3	0	0	10	1	1	1	11
Emmanuel Mudiay	UTA	UTA @ LAC	12/28/2019	W	16	8	3	5	0	1	2	2	5	1	0	0	-16
Rudy Gobert	UTA	UTA @ LAC	12/28/2019	W	36	12	4	6	0	0	4	5	8	0	0	1	14
Bojan Bogdanovic	UTA	UTA @ LAC	12/28/2019	W	34	17	6	16	2	5	3	4	5	3	2	0	27
Jerome Robinson	LAC	LAC vs. UTA	12/28/2019	L	1	0	0	0	0	0	0	0	0	0	0	0	0
Derrick Walton Jr.	LAC	LAC vs. UTA	12/28/2019	L	1	0	0	0	0	0	0	0	0	0	0	0	0
Ivica Zubac	LAC	LAC vs. UTA	12/28/2019	L	28	15	4	7	0	0	7	8	12	2	0	1	-11
Maurice Harkless	LAC	LAC vs. UTA	12/28/2019	L	17	0	0	1	0	0	0	0	4	1	1	1	-6
Kawhi Leonard	LAC	LAC vs. UTA	12/28/2019	L	36	19	6	24	1	7	6	6	4	6	2	0	-23
Patrick Patterson	LAC	LAC vs. UTA	12/28/2019	L	8	4	2	5	0	3	0	0	1	0	0	0	-2
Paul George	LAC	LAC vs. UTA	12/28/2019	L	37	20	6	20	4	10	4	4	10	2	1	0	-8
Skal Labissiere	POR	POR vs. LAL	12/28/2019	L	3	0	0	1	0	1	0	0	1	0	0	0	-3
CJ McCollum	POR	POR vs. LAL	12/28/2019	L	38	18	8	16	2	8	0	0	2	4	0	0	-9
Kent Bazemore	POR	POR vs. LAL	12/28/2019	L	28	9	3	8	2	4	1	1	4	1	1	2	11
Damian Lillard	POR	POR vs. LAL	12/28/2019	L	39	31	7	17	4	13	13	14	2	9	1	1	-5
Hassan Whiteside	POR	POR vs. LAL	12/28/2019	L	34	19	7	11	0	0	5	7	16	0	0	4	1
Anthony Tolliver	POR	POR vs. LAL	12/28/2019	L	18	12	4	5	4	5	0	0	3	1	0	0	-7
Carmelo Anthony	POR	POR vs. LAL	12/28/2019	L	33	13	5	14	1	2	2	2	5	2	0	1	2
Kyle Kuzma	LAL	LAL @ POR	12/28/2019	W	30	24	9	17	3	9	3	3	4	1	0	0	14
Alex Caruso	LAL	LAL @ POR	12/28/2019	W	20	9	3	6	1	1	2	3	3	3	2	0	13
Kentavious Caldwell-Pope	LAL	LAL @ POR	12/28/2019	W	32	13	4	7	3	4	2	2	2	2	0	1	22
Anthony Davis	LAL	LAL @ POR	12/28/2019	W	36	20	7	16	1	4	5	6	9	5	2	0	6
Avery Bradley	LAL	LAL @ POR	12/28/2019	W	18	8	4	9	0	3	0	0	2	1	0	0	-15
Danny Green	LAL	LAL @ POR	12/28/2019	W	19	3	1	6	1	5	0	0	2	0	0	0	-13
JaVale McGee	LAL	LAL @ POR	12/28/2019	W	11	4	2	2	0	0	0	0	4	0	0	1	-8
Jared Dudley	LAL	LAL @ POR	12/28/2019	W	1	0	0	0	0	0	0	0	0	0	0	0	-2
Rajon Rondo	LAL	LAL @ POR	12/28/2019	W	18	15	6	8	1	2	2	2	3	4	0	0	12
Dwight Howard	LAL	LAL @ POR	12/28/2019	W	19	11	4	5	0	0	3	4	8	0	0	4	6
Gary Trent Jr.	POR	POR vs. LAL	12/28/2019	L	9	3	1	1	1	1	0	0	0	0	1	0	-3
Nassir Little	POR	POR vs. LAL	12/28/2019	L	11	1	0	0	0	0	1	2	0	1	0	0	-12
LeBron James	LAL	LAL @ POR	12/28/2019	W	37	21	7	15	1	4	6	8	7	16	2	1	5
Anfernee Simons	POR	POR vs. LAL	12/28/2019	L	27	14	6	13	1	1	1	1	6	0	1	0	-15
Meyers Leonard	MIA	MIA vs. PHI	12/28/2019	W	30	7	3	5	1	2	0	0	8	1	0	1	19
